"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","type"
"fl8440","fl8440-3",0,0,1,0,0,0,"artificial"
"fl8440","fl8440-4",1,0,0,0,1,1,"artificial"
"fl8441","fl8441-1",0,0,1,0,1,0,"artificial"
"fl8441","fl8441-2",1,1,0,0,0,1,"artificial"
"fl8441","fl8441-3",0,0,0,1,0,0,"artificial"
"fl8441","fl8441-4",0,1,1,1,1,1,"artificial"
"fl8441","fl8441-5",0,0,0,1,0,0,"artificial"
"fl8442","fl8442-1",0,1,0,1,0,0,"artificial"
"fl8442","fl8442-2",1,1,0,0,1,0,"artificial"
"fl8442","fl8442-3",0,1,0,0,0,1,"artificial"
"fl8442","fl8442-4",0,0,1,1,0,1,"artificial"
"fl8443","fl8443-1",1,1,1,0,1,1,"artificial"
"fl8444","fl8444-1",0,0,0,0,1,0,"artificial"
"fl8445","fl8445-1",0,1,1,0,0,1,"artificial"
"fl8445","fl8445-2",0,0,0,1,0,0,"artificial"
"fl8445","fl8445-3",0,1,1,0,0,1,"artificial"
"fl8445","fl8445-4",0,0,0,1,0,0,"artificial"
"fl8445","fl8445-5",1,0,0,0,1,0,"artificial"
"fl8446","fl8446-1",0,0,1,1,0,1,"artificial"
"fl8446","fl8446-2",1,1,1,0,1,0,"artificial"
"fl8446","fl8446-3",1,1,0,1,0,1,"artificial"
"fl8446","fl8446-4",1,0,1,0,0,0,"artificial"
"fl8446","fl8446-5",1,1,1,1,1,1,"artificial"
"fl8447","fl8447-1",0,1,1,0,1,1,"artificial"
"fl8447","fl8447-2",0,1,1,1,0,1,"artificial"
"fl8447","fl8447-3",0,1,1,1,1,0,"artificial"
"fl8447","fl8447-4",1,1,0,1,0,0,"artificial"
"fl8447","fl8447-5",1,0,0,1,0,0,"artificial"
"fl8447","fl8447-6",0,0,1,0,1,1,"artificial"
"fl8448","fl8448-1",0,0,1,0,0,1,"artificial"
"fl8448","fl8448-2",0,1,0,0,1,1,"artificial"
"fl8448","fl8448-3",1,1,1,0,1,0,"artificial"
"fl8449","fl8449-1",0,1,0,1,0,1,"artificial"
"fl8449","fl8449-2",0,1,1,0,0,0,"artificial"
"fl8449","fl8449-3",1,1,1,0,1,1,"artificial"
"fl8449","fl8449-4",1,0,0,1,1,0,"artificial"
"fl8449","fl8449-5",1,0,1,1,0,0,"artificial"
"fl8449","fl8449-6",1,1,0,1,0,1,"artificial"
"fl8450","fl8450-1",1,1,1,0,1,0,"artificial"
"fl8450","fl8450-2",1,0,0,1,0,0,"artificial"
"fl8450","fl8450-3",1,0,0,0,0,0,"artificial"
"fl8450","fl8450-4",1,1,0,0,0,1,"artificial"
"fl8450","fl8450-5",1,1,0,1,0,1,"artificial"
"fl8450","fl8450-6",1,0,0,0,0,0,"artificial"
"fl8451","fl8451-1",1,0,1,0,1,0,"artificial"
"fl8451","fl8451-2",0,1,0,0,0,0,"artificial"
"fl8451","fl8451-3",1,1,0,0,1,0,"artificial"
"fl8451","fl8451-4",0,1,1,1,0,1,"artificial"
"fl8452","fl8452-1",0,1,0,1,0,0,"artificial"
"fl8452","fl8452-2",1,1,0,1,0,1,"artificial"
"fl8452","fl8452-3",1,1,0,1,1,0,"artificial"
"fl8452","fl8452-4",0,0,0,1,0,1,"artificial"
"fl8452","fl8452-5",1,0,1,1,0,0,"artificial"
"fl8453","fl8453-1",0,1,0,0,1,0,"artificial"
"fl8453","fl8453-2",0,1,1,0,1,1,"artificial"
"fl8453","fl8453-3",0,1,0,0,1,1,"artificial"
"fl8453","fl8453-4",0,1,1,1,1,0,"artificial"
"fl8453","fl8453-5",0,1,1,0,1,1,"artificial"
"fl8453","fl8453-6",1,0,1,1,1,0,"artificial"
"fl8453","fl8453-7",1,0,1,0,0,0,"artificial"
"fl8454","fl8454-1",0,1,1,1,0,0,"artificial"
"fl8455","fl8455-1",1,0,0,0,0,1,"artificial"
"fl8455","fl8455-2",0,1,0,1,0,0,"artificial"
"fl8455","fl8455-3",0,0,0,0,1,0,"artificial"
"fl8455","fl8455-4",0,0,1,1,1,0,"artificial"
"fl8455","fl8455-5",1,1,1,0,1,0,"artificial"
"fl8455","fl8455-6",0,0,0,0,1,0,"artificial"
"fl8456","fl8456-1",1,0,1,1,1,1,"artificial"
"fl8456","fl8456-2",1,1,0,1,0,1,"artificial"
"fl8456","fl8456-3",1,0,1,0,0,0,"artificial"
"fl8457","fl8457-1",0,1,0,1,0,0,"artificial"
"fl8457","fl8457-2",0,1,1,0,0,1,"artificial"
"fl8457","fl8457-3",1,0,0,0,1,1,"artificial"
"fl8457","fl8457-4",0,1,0,0,0,0,"artificial"
"fl8457","fl8457-5",1,1,1,1,1,0,"artificial"
"fl8457","fl8457-6",1,1,1,0,1,1,"artificial"
"fl8457","fl8457-7",1,1,1,1,0,0,"artificial"
"fl8458","fl8458-1",1,1,1,0,1,0,"artificial"
"fl8458","fl8458-2",1,0,1,1,0,1,"artificial"
"fl8458","fl8458-3",1,1,0,0,0,1,"artificial"
"fl8458","fl8458-4",0,1,0,0,1,0,"artificial"
"fl8459","fl8459-1",0,0,1,1,1,0,"artificial"
"fl8459","fl8459-2",1,0,0,1,0,0,"artificial"
"fl8460","fl8460-1",1,0,0,1,1,0,"artificial"
"fl8460","fl8460-2",1,1,0,0,1,1,"artificial"
"fl8460","fl8460-3",1,1,0,1,0,1,"artificial"
"fl8460","fl8460-4",1,0,1,1,0,0,"artificial"
"fl8460","fl8460-5",1,1,1,1,1,1,"artificial"
"fl8460","fl8460-6",0,0,0,0,1,1,"artificial"
"fl8461","fl8461-1",0,0,0,0,1,0,"artificial"
"fl8461","fl8461-2",0,1,0,1,0,1,"artificial"
"fl8461","fl8461-3",1,1,0,1,1,1,"artificial"
"fl8461","fl8461-4",0,1,1,0,1,0,"artificial"
"fl8461","fl8461-5",0,1,0,1,0,0,"artificial"
"fl8462","fl8462-1",0,1,1,1,0,0,"artificial"
"fl8462","fl8462-2",0,1,0,0,1,0,"artificial"
"fl8462","fl8462-3",1,0,0,0,1,0,"artificial"
"fl8463","fl8463-1",0,1,0,1,1,1,"artificial"
"fl8463","fl8463-2",1,1,0,0,1,0,"artificial"
"fl8463","fl8463-3",1,1,1,0,0,0,"artificial"
"fl8463","fl8463-4",1,0,1,1,0,1,"artificial"
"fl8463","fl8463-5",1,0,0,0,1,0,"artificial"
"fl8463","fl8463-6",1,0,0,1,0,0,"artificial"
"fl8463","fl8463-7",0,0,1,0,1,0,"artificial"
"fl8464","fl8464-1",0,0,1,0,1,0,"artificial"
"fl8465","fl8465-1",1,1,0,1,1,0,"artificial"
"fl8465","fl8465-2",0,0,0,0,1,1,"artificial"
"fl8465","fl8465-3",0,1,0,1,1,0,"artificial"
"fl8466","fl8466-1",0,1,1,0,1,1,"artificial"
"fl8466","fl8466-2",1,0,0,1,0,1,"artificial"
"fl8466","fl8466-3",1,0,0,0,0,0,"artificial"
"fl8466","fl8466-4",0,0,0,0,1,1,"artificial"
"fl8467","fl8467-1",1,0,1,1,1,1,"artificial"
"fl8467","fl8467-2",0,1,0,1,0,0,"artificial"
"fl8468","fl8468-1",0,1,1,1,0,0,"artificial"
"fl8468","fl8468-2",0,1,1,0,1,1,"artificial"
"fl8468","fl8468-3",1,0,1,0,0,0,"artificial"
"fl8468","fl8468-4",1,0,0,0,1,0,"artificial"
"fl8469","fl8469-1",0,0,1,1,0,1,"artificial"
"fl8469","fl8469-2",0,0,1,1,0,0,"artificial"
"fl8469","fl8469-3",1,0,0,1,1,1,"artificial"
"fl8469","fl8469-4",0,1,0,1,0,0,"artificial"
"fl8469","fl8469-5",1,0,0,0,1,0,"artificial"
"fl8469","fl8469-6",0,0,1,1,1,0,"artificial"
"fl8469","fl8469-7",0,0,0,1,0,0,"artificial"
"fl8470","fl8470-1",1,1,1,0,0,1,"artificial"
"fl8470","fl8470-2",1,0,1,0,0,0,"artificial"
"fl8470","fl8470-3",1,0,0,0,0,1,"artificial"
"fl8470","fl8470-4",1,0,0,0,0,0,"artificial"
"fl8470","fl8470-5",1,1,0,1,1,0,"artificial"
"fl8470","fl8470-6",1,1,1,0,0,1,"artificial"
"fl8471","fl8471-1",1,0,1,0,1,1,"artificial"
"fl8471","fl8471-2",0,0,1,1,0,0,"artificial"
"fl8471","fl8471-3",0,0,1,1,1,1,"artificial"
"fl8472","fl8472-1",0,1,1,1,0,0,"artificial"
"fl8472","fl8472-2",0,1,1,0,1,0,"artificial"
"fl8472","fl8472-3",1,0,0,0,0,1,"artificial"
"fl8473","fl8473-1",1,1,1,1,0,1,"artificial"
"fl8473","fl8473-2",1,1,0,0,1,1,"artificial"
"fl8473","fl8473-3",0,1,0,0,0,1,"artificial"
"fl8473","fl8473-4",1,0,1,0,1,0,"artificial"
"fl8474","fl8474-1",1,0,0,1,1,1,"artificial"
"fl8474","fl8474-2",0,1,1,0,1,1,"artificial"
"fl8474","fl8474-3",1,1,0,0,1,1,"artificial"
"fl8474","fl8474-4",1,0,0,0,1,1,"artificial"
"fl8474","fl8474-5",1,1,0,1,0,0,"artificial"
"fl8475","fl8475-1",1,1,1,1,1,1,"artificial"
"fl8475","fl8475-2",0,0,1,1,1,1,"artificial"
"fl8475","fl8475-3",0,0,0,1,1,0,"artificial"
"fl8475","fl8475-4",1,0,1,0,0,0,"artificial"
"fl8475","fl8475-5",0,0,0,1,1,1,"artificial"
"fl8476","fl8476-1",1,1,0,0,1,1,"artificial"
"fl8476","fl8476-2",0,1,1,1,0,1,"artificial"
"fl8476","fl8476-3",1,0,1,1,1,1,"artificial"
"fl8477","fl8477-1",1,0,0,1,1,1,"artificial"
"fl8477","fl8477-2",1,1,0,1,1,0,"artificial"
"fl8477","fl8477-3",1,0,0,0,1,1,"artificial"
"fl8478","fl8478-1",1,1,0,0,1,0,"artificial"
"fl8478","fl8478-2",1,0,1,1,1,0,"artificial"
"fl8479","fl8479-1",0,0,0,0,0,1,"artificial"
"fl8479","fl8479-2",0,1,0,1,0,0,"artificial"
"fl8479","fl8479-3",1,0,0,1,1,1,"artificial"
"fl8479","fl8479-4",1,0,1,1,0,0,"artificial"
"fl8479","fl8479-5",1,0,1,0,1,0,"artificial"
"fl8480","fl8480-1",1,0,1,1,0,0,"artificial"
"fl8480","fl8480-2",0,0,1,0,0,0,"artificial"
"fl8480","fl8480-3",1,0,0,1,1,1,"artificial"
"fl8480","fl8480-4",1,0,1,1,0,1,"artificial"
"fl8480","fl8480-5",0,0,0,0,1,1,"artificial"
"fl8480","fl8480-6",1,0,0,1,1,0,"artificial"
"fl8480","fl8480-7",0,0,0,1,0,1,"artificial"
"fl8481","fl8481-1",1,1,1,1,1,1,"artificial"
"fl8481","fl8481-2",1,0,1,0,1,0,"artificial"
"fl8481","fl8481-3",0,1,1,1,1,0,"artificial"
"fl8481","fl8481-4",0,0,1,1,0,0,"artificial"
"fl8481","fl8481-5",1,1,1,0,0,1,"artificial"
"fl8481","fl8481-6",0,0,0,0,1,1,"artificial"
"fl8482","fl8482-1",0,1,0,1,0,0,"artificial"
"fl8482","fl8482-2",0,1,0,1,0,1,"artificial"
"fl8483","fl8483-1",1,0,1,1,1,1,"artificial"
"fl8483","fl8483-2",0,1,0,0,0,1,"artificial"
"fl8483","fl8483-3",1,0,1,0,0,0,"artificial"
"fl8483","fl8483-4",0,1,0,0,1,0,"artificial"
"fl8483","fl8483-5",0,0,1,1,0,1,"artificial"
"fl8483","fl8483-6",1,0,0,1,1,0,"artificial"
"fl8483","fl8483-7",1,0,1,1,1,1,"artificial"
"fl8484","fl8484-1",0,1,0,0,0,1,"artificial"
"fl8484","fl8484-2",0,1,1,0,0,0,"artificial"
"fl8485","fl8485-1",1,1,1,1,1,1,"artificial"
"fl8486","fl8486-1",1,0,1,1,0,0,"artificial"
"fl8486","fl8486-2",0,0,1,1,1,0,"artificial"
"fl8487","fl8487-1",1,0,1,1,0,0,"artificial"
"fl8487","fl8487-2",1,0,0,1,0,0,"artificial"
"fl8487","fl8487-3",1,1,0,0,1,1,"artificial"
"fl8487","fl8487-4",1,0,1,0,0,1,"artificial"
"fl8487","fl8487-5",0,1,1,1,0,1,"artificial"
"fl8487","fl8487-6",0,1,1,1,1,1,"artificial"
"fl8488","fl8488-1",0,1,0,0,0,0,"artificial"
"fl8488","fl8488-2",1,1,0,1,1,0,"artificial"
"fl8488","fl8488-3",0,0,1,1,0,1,"artificial"
"fl8488","fl8488-4",1,0,1,0,1,1,"artificial"
"fl8488","fl8488-5",1,1,0,1,0,1,"artificial"
"fl8489","fl8489-1",0,1,0,1,0,0,"artificial"
"fl8489","fl8489-2",1,1,0,1,1,0,"artificial"
"fl8489","fl8489-3",1,1,0,1,1,1,"artificial"
"fl8489","fl8489-4",1,1,0,0,0,1,"artificial"
"fl8490","fl8490-1",1,0,1,0,0,1,"artificial"
"fl8490","fl8490-2",0,1,0,1,0,0,"artificial"
"fl8490","fl8490-3",0,0,0,0,0,1,"artificial"
"fl8490","fl8490-4",1,0,1,0,1,0,"artificial"
"fl8491","fl8491-1",1,1,1,0,1,0,"artificial"
"fl8491","fl8491-2",1,1,1,0,1,1,"artificial"
"fl8491","fl8491-3",1,1,1,0,0,0,"artificial"
"fl8491","fl8491-4",0,0,0,0,0,1,"artificial"
"fl8492","fl8492-1",0,0,0,1,0,0,"artificial"
"fl8492","fl8492-2",0,1,0,0,1,0,"artificial"
"fl8492","fl8492-3",0,0,0,1,1,1,"artificial"
"fl8492","fl8492-4",1,1,0,0,1,1,"artificial"
"fl8492","fl8492-5",0,0,0,1,0,0,"artificial"
"fl8493","fl8493-1",0,0,0,0,1,0,"artificial"
"fl8493","fl8493-2",0,0,1,0,1,1,"artificial"
"fl8493","fl8493-3",1,0,1,1,0,0,"artificial"
"fl8494","fl8494-1",1,1,1,1,1,1,"artificial"
"fl8494","fl8494-2",0,0,1,1,0,1,"artificial"
"fl8494","fl8494-3",0,1,0,0,1,1,"artificial"
"fl8494","fl8494-4",1,1,0,1,1,0,"artificial"
"fl8494","fl8494-5",1,0,1,0,1,0,"artificial"
"fl8494","fl8494-6",0,1,1,1,0,1,"artificial"
"fl8494","fl8494-7",1,0,0,1,0,0,"artificial"
"fl8495","fl8495-1",1,0,1,1,0,0,"artificial"
"fl8495","fl8495-2",0,1,1,1,0,0,"artificial"
"fl8495","fl8495-3",0,0,1,0,0,0,"artificial"
"fl8495","fl8495-4",1,1,1,1,1,1,"artificial"
"fl8495","fl8495-5",0,0,0,1,1,1,"artificial"
"fl8495","fl8495-6",1,1,0,0,0,1,"artificial"
"fl8496","fl8496-1",0,1,1,0,1,0,"artificial"
"fl8496","fl8496-2",1,1,0,0,1,1,"artificial"
"fl8496","fl8496-3",1,1,1,0,0,0,"artificial"
"fl8497","fl8497-1",1,1,0,0,0,0,"artificial"
"fl8497","fl8497-2",0,1,0,1,0,1,"artificial"
"fl8497","fl8497-3",1,1,1,0,0,1,"artificial"
"fl8497","fl8497-4",1,1,1,1,0,1,"artificial"
"fl8497","fl8497-5",1,1,0,0,1,0,"artificial"
"fl8498","fl8498-1",1,1,0,0,0,1,"artificial"
"fl8498","fl8498-2",1,0,0,1,1,1,"artificial"
"fl8498","fl8498-3",0,1,1,0,0,0,"artificial"
"fl8498","fl8498-4",0,1,0,1,1,1,"artificial"
"fl8499","fl8499-1",0,1,1,1,1,1,"artificial"
"fl8499","fl8499-2",1,0,1,0,0,0,"artificial"
"fl8499","fl8499-3",0,1,1,1,1,1,"artificial"
"fl8499","fl8499-4",1,0,0,1,1,1,"artificial"
"fl8499","fl8499-5",1,1,1,1,1,1,"artificial"
"fl8500","fl8500-1",0,1,1,0,1,0,"artificial"
"fl8500","fl8500-2",1,0,1,0,1,0,"artificial"
"fl8500","fl8500-3",0,0,1,1,1,0,"artificial"
"fl8500","fl8500-4",0,1,0,0,0,1,"artificial"
"fl8500","fl8500-5",1,0,1,0,1,1,"artificial"
"fl8500","fl8500-6",1,1,1,1,0,1,"artificial"
"fl8501","fl8501-1",1,1,0,0,1,1,"artificial"
"fl8501","fl8501-2",0,0,0,1,1,1,"artificial"
"fl8501","fl8501-3",0,1,0,0,1,0,"artificial"
"fl8501","fl8501-4",1,1,0,0,1,1,"artificial"
"fl8501","fl8501-5",0,0,1,1,0,0,"artificial"
"fl8502","fl8502-1",1,1,1,0,1,1,"artificial"
"fl8502","fl8502-2",0,1,0,1,1,0,"artificial"
"fl8502","fl8502-3",0,0,1,0,1,1,"artificial"
"fl8503","fl8503-1",0,1,0,0,0,1,"artificial"
"fl8503","fl8503-2",1,0,0,1,1,1,"artificial"
"fl8503","fl8503-3",0,0,1,0,0,1,"artificial"
"fl8503","fl8503-4",1,1,0,1,1,1,"artificial"
"fl8503","fl8503-5",1,0,1,1,0,1,"artificial"
"fl8503","fl8503-6",0,0,0,1,0,1,"artificial"
"fl8504","fl8504-1",0,1,1,0,0,1,"artificial"
"fl8504","fl8504-2",0,0,1,1,0,0,"artificial"
"fl8504","fl8504-3",1,0,0,1,1,0,"artificial"
"fl8504","fl8504-4",0,1,0,1,0,1,"artificial"
"fl8504","fl8504-5",1,1,1,1,0,1,"artificial"
"fl8505","fl8505-1",0,1,1,1,0,1,"artificial"
"fl8505","fl8505-2",1,1,1,1,1,1,"artificial"
"fl8505","fl8505-3",1,0,1,0,1,1,"artificial"
"fl8505","fl8505-4",0,0,0,1,0,1,"artificial"
"fl8505","fl8505-5",0,0,1,0,0,0,"artificial"
"fl8506","fl8506-1",1,1,1,0,0,1,"artificial"
"fl8507","fl8507-1",1,0,1,0,1,1,"artificial"
"fl8507","fl8507-2",1,0,1,0,1,0,"artificial"
"fl8507","fl8507-3",0,1,0,0,0,0,"artificial"
"fl8507","fl8507-4",0,1,0,1,1,0,"artificial"
"fl8508","fl8508-1",0,1,0,1,0,1,"artificial"
"fl8508","fl8508-2",1,0,0,0,1,1,"artificial"
"fl8508","fl8508-3",0,1,1,0,1,0,"artificial"
"fl8508","fl8508-4",1,0,0,1,1,1,"artificial"
"fl8509","fl8509-1",0,0,1,0,1,1,"artificial"
"fl8509","fl8509-2",0,0,0,1,1,0,"artificial"
"fl8509","fl8509-3",0,0,1,0,1,1,"artificial"
"fl8510","fl8510-1",0,1,1,1,1,1,"artificial"
"fl8510","fl8510-2",1,0,1,0,1,0,"artificial"
"fl8510","fl8510-3",1,1,1,1,0,1,"artificial"
"fl8511","fl8511-1",0,1,0,1,1,1,"artificial"
"fl8511","fl8511-2",1,0,0,1,0,0,"artificial"
"fl8511","fl8511-3",0,1,1,0,1,0,"artificial"
"fl8511","fl8511-4",0,1,0,0,0,0,"artificial"
"fl8511","fl8511-5",0,1,0,1,0,1,"artificial"
"fl8512","fl8512-1",0,1,0,1,0,1,"artificial"
"fl8512","fl8512-2",1,1,0,0,1,1,"artificial"
"fl8512","fl8512-3",0,1,0,1,1,1,"artificial"
"fl8513","fl8513-1",0,1,0,1,0,1,"artificial"
"fl8514","fl8514-1",1,0,1,1,0,1,"artificial"
"fl8514","fl8514-2",1,0,0,1,1,0,"artificial"
"fl8514","fl8514-3",1,1,0,1,0,0,"artificial"
"fl8514","fl8514-4",1,0,1,1,1,0,"artificial"
"fl8514","fl8514-5",0,1,0,0,1,0,"artificial"
"fl8514","fl8514-6",1,0,1,1,0,0,"artificial"
"fl8515","fl8515-1",0,0,1,1,1,1,"artificial"
"fl8515","fl8515-2",0,0,1,1,0,0,"artificial"
"fl8515","fl8515-3",1,0,0,1,0,1,"artificial"
"fl8515","fl8515-4",0,0,0,0,0,1,"artificial"
"fl8515","fl8515-5",1,0,0,1,0,1,"artificial"
"fl8515","fl8515-6",1,1,1,1,1,0,"artificial"
"fl8516","fl8516-1",0,1,0,0,1,1,"artificial"
"fl8516","fl8516-2",1,0,0,0,0,0,"artificial"
"fl8516","fl8516-3",0,1,1,1,0,0,"artificial"
"fl8516","fl8516-4",1,1,0,1,1,0,"artificial"
"fl8516","fl8516-5",0,1,0,0,0,0,"artificial"
"fl8516","fl8516-6",0,0,0,1,0,0,"artificial"
"fl8517","fl8517-1",0,1,0,0,1,0,"artificial"
"fl8517","fl8517-2",1,1,1,1,0,1,"artificial"
"fl8517","fl8517-3",0,0,1,0,1,0,"artificial"
"fl8517","fl8517-4",0,1,1,0,0,1,"artificial"
"fl8517","fl8517-5",0,1,1,1,0,0,"artificial"
"fl8518","fl8518-1",1,0,0,0,0,0,"artificial"
"fl8518","fl8518-2",0,1,1,1,1,0,"artificial"
"fl8518","fl8518-3",0,1,1,0,1,0,"artificial"
"fl8518","fl8518-4",1,0,0,0,0,1,"artificial"
"fl8519","fl8519-1",0,0,1,0,0,0,"artificial"
"fl8519","fl8519-2",0,1,1,1,1,0,"artificial"
"fl8519","fl8519-3",1,1,1,1,1,1,"artificial"
"fl8519","fl8519-4",0,0,0,1,1,1,"artificial"
"fl8519","fl8519-5",1,0,0,0,0,0,"artificial"
"fl8519","fl8519-6",1,0,0,0,1,1,"artificial"
"fl8519","fl8519-7",1,0,1,1,0,0,"artificial"
"fl8520","fl8520-1",1,0,0,1,0,1,"artificial"
"fl8521","fl8521-1",1,0,1,0,0,1,"artificial"
"fl8522","fl8522-1",1,1,0,1,0,1,"artificial"
"fl8522","fl8522-2",1,0,1,1,1,0,"artificial"
"fl8522","fl8522-3",0,0,1,1,0,1,"artificial"
"fl8522","fl8522-4",0,1,1,0,0,1,"artificial"
"fl8523","fl8523-1",1,0,1,1,1,0,"artificial"
"fl8523","fl8523-2",1,1,1,0,1,0,"artificial"
"fl8523","fl8523-3",1,1,1,1,0,0,"artificial"
"fl8523","fl8523-4",0,1,0,1,0,1,"artificial"
"fl8523","fl8523-5",0,1,1,0,0,0,"artificial"
"fl8524","fl8524-1",0,1,0,0,1,0,"artificial"
"fl8524","fl8524-2",1,0,1,0,0,0,"artificial"
"fl8524","fl8524-3",0,1,0,0,0,0,"artificial"
"fl8524","fl8524-4",1,1,0,0,0,0,"artificial"
"fl8524","fl8524-5",1,1,1,0,0,0,"artificial"
"fl8524","fl8524-6",1,1,1,0,0,1,"artificial"
"fl8524","fl8524-7",1,1,1,1,1,1,"artificial"
"fl8525","fl8525-1",1,0,0,1,0,1,"artificial"
"fl8525","fl8525-2",0,0,1,1,0,1,"artificial"
"fl8525","fl8525-3",1,1,1,1,1,0,"artificial"
"fl8525","fl8525-4",1,1,1,0,0,1,"artificial"
"fl8525","fl8525-5",0,0,0,0,1,0,"artificial"
"fl8525","fl8525-6",0,0,0,0,1,0,"artificial"
"fl8526","fl8526-1",1,0,1,0,1,1,"artificial"
"fl8526","fl8526-2",1,0,0,1,0,0,"artificial"
"fl8526","fl8526-3",0,1,1,1,1,1,"artificial"
"fl8526","fl8526-4",1,0,0,1,0,0,"artificial"
"fl8526","fl8526-5",1,1,0,0,0,1,"artificial"
"fl8526","fl8526-6",0,0,1,0,0,0,"artificial"
"fl8527","fl8527-1",1,0,0,1,1,0,"artificial"
"fl8527","fl8527-2",0,0,0,0,1,1,"artificial"
"fl8527","fl8527-3",0,0,1,0,1,1,"artificial"
"fl8527","fl8527-4",0,1,0,0,0,0,"artificial"
"fl8527","fl8527-5",0,0,1,0,0,0,"artificial"
"fl8528","fl8528-1",1,0,1,0,1,1,"artificial"
"fl8528","fl8528-2",0,0,1,0,0,0,"artificial"
"fl8528","fl8528-3",1,0,1,1,0,0,"artificial"
"fl8528","fl8528-4",1,1,0,0,1,1,"artificial"
"fl8528","fl8528-5",1,1,0,0,1,0,"artificial"
"fl8528","fl8528-6",1,0,0,0,1,0,"artificial"
"fl8529","fl8529-1",0,1,1,0,1,1,"artificial"
"fl8530","fl8530-1",0,1,1,0,1,1,"artificial"
"fl8530","fl8530-2",0,1,0,0,1,1,"artificial"
"fl8530","fl8530-3",0,1,1,0,1,1,"artificial"
"fl8530","fl8530-4",1,0,1,0,1,1,"artificial"
"fl8530","fl8530-5",0,1,1,0,1,0,"artificial"
"fl8530","fl8530-6",0,0,1,1,0,1,"artificial"
"fl8531","fl8531-1",1,1,1,1,1,1,"artificial"
"fl8531","fl8531-2",1,0,0,1,0,0,"artificial"
"fl8531","fl8531-3",0,1,0,0,0,1,"artificial"
"fl8531","fl8531-4",1,1,1,1,0,0,"artificial"
"fl8531","fl8531-5",0,0,1,0,0,0,"artificial"
"fl8532","fl8532-1",0,1,0,1,1,0,"artificial"
"fl8533","fl8533-1",1,0,0,0,1,0,"artificial"
"fl8534","fl8534-1",0,1,1,0,1,1,"artificial"
"fl8534","fl8534-2",0,1,1,0,0,0,"artificial"
"fl8534","fl8534-3",1,0,1,0,0,1,"artificial"
"fl8535","fl8535-1",0,0,1,0,0,0,"artificial"
"fl8535","fl8535-2",1,0,1,1,0,0,"artificial"
"fl8535","fl8535-3",1,1,0,0,1,1,"artificial"
"fl8535","fl8535-4",1,0,0,0,1,1,"artificial"
"fl8536","fl8536-1",0,1,1,0,1,0,"artificial"
"fl8536","fl8536-2",1,0,0,0,1,0,"artificial"
"fl8536","fl8536-3",1,0,1,0,0,1,"artificial"
"fl8536","fl8536-4",0,0,1,1,1,0,"artificial"
"fl8536","fl8536-5",1,0,0,1,1,1,"artificial"
"fl8537","fl8537-1",1,1,1,1,1,1,"artificial"
"fl8537","fl8537-2",0,1,1,0,0,0,"artificial"
"fl8537","fl8537-3",0,1,1,1,0,0,"artificial"
"fl8537","fl8537-4",1,1,1,0,0,1,"artificial"
"fl8537","fl8537-5",1,0,0,0,1,0,"artificial"
"fl8537","fl8537-6",0,0,0,1,0,0,"artificial"
"fl8537","fl8537-7",1,1,1,1,1,1,"artificial"
"fl8538","fl8538-1",0,1,0,0,0,1,"artificial"
"fl8538","fl8538-2",1,0,0,0,0,0,"artificial"
"fl8538","fl8538-3",1,1,0,1,0,1,"artificial"
"fl8538","fl8538-4",0,1,1,1,1,1,"artificial"
"fl8538","fl8538-5",1,0,1,1,1,1,"artificial"
"fl8539","fl8539-1",1,0,1,0,0,1,"artificial"
"fl8539","fl8539-2",1,0,1,1,1,0,"artificial"
"fl8539","fl8539-3",1,1,1,0,1,1,"artificial"
"fl8539","fl8539-4",0,0,1,1,0,1,"artificial"
"fl8539","fl8539-5",0,1,1,1,1,0,"artificial"
"fl8539","fl8539-6",0,1,1,1,1,1,"artificial"
"fl8540","fl8540-1",1,0,1,0,1,1,"artificial"
"fl8540","fl8540-2",0,1,0,1,0,0,"artificial"
"fl8540","fl8540-3",0,1,0,1,1,0,"artificial"
"fl8540","fl8540-4",1,1,1,1,1,0,"artificial"
"fl8540","fl8540-5",0,0,0,0,1,0,"artificial"
"fl8540","fl8540-6",0,0,1,1,0,1,"artificial"
"fl8540","fl8540-7",0,0,1,0,1,1,"artificial"
"fl8541","fl8541-1",1,1,1,1,0,1,"artificial"
"fl8541","fl8541-2",0,0,1,0,0,1,"artificial"
"fl8541","fl8541-3",1,1,1,0,0,0,"artificial"
"fl8541","fl8541-4",0,1,1,1,1,0,"artificial"
"fl8542","fl8542-1",1,0,0,1,0,0,"artificial"
"fl8543","fl8543-1",1,0,0,1,0,1,"artificial"
"fl8543","fl8543-2",1,0,1,0,0,0,"artificial"
"fl8544","fl8544-1",1,0,0,1,1,1,"artificial"
"fl8544","fl8544-2",1,1,1,0,1,1,"artificial"
"fl8544","fl8544-3",0,1,0,0,1,0,"artificial"
"fl8545","fl8545-1",0,1,0,1,1,0,"artificial"
"fl8545","fl8545-2",1,0,0,1,1,1,"artificial"
"fl8545","fl8545-3",0,1,0,0,0,0,"artificial"
"fl8545","fl8545-4",1,1,0,0,1,0,"artificial"
"fl8545","fl8545-5",0,0,1,1,0,1,"artificial"
"fl8546","fl8546-1",0,0,0,0,0,1,"artificial"
"fl8546","fl8546-2",1,0,1,0,0,0,"artificial"
"fl8547","fl8547-1",0,0,1,1,1,1,"artificial"
